Rank,Title,Episodes,Producers,Genres,Type,PremieredYear,ENDYear,Rating,Score,VoiceActors
4408,Fortune Quest L (Fortune Quest),26,"['Easy Film', 'Media Blasters', 'E&amp;G Films']","['Adventure', 'Comedy', 'Fantasy', 'Magic']",TV,1997,1998,PG-13,6.66,"['Kasai Ritsuko', 'Morikawa Toshiyuki', 'Ishimura Tomoko', 'Onishi Takeharu']"
2864,Fractale,11,"['A-1 Pictures', 'FUNimation Entertainment', 'Fuji TV', 'Ordet', 'Asmik Ace Entertainment', 'Sony Music Entertainment', 'Graphinica']","['Adventure', 'Fantasy', 'Sci-Fi']",TV,2011,2011,PG-13,7.10,"['Hanazawa Kana', 'Tsuda Minami', 'Kobayashi Yuu', 'Iguchi Yuka']"
896,Free! (Free!,12,"['Kyoto Animation', 'Lantis', 'Discotek', 'Animation Do', 'Iwatobi High School Swimming Club']","['Comedy', 'School', 'Slice of Life', 'Sports']",TV,2013,2013,PG-13,7.76,"['Yukino Satsuki', 'Suzuki Tatsuhisa', 'Miyano Mamoru', 'Watanabe Akeno', 'Matsumoto Megumi', 'Shimazaki Nobunaga', 'Yonaga Tsubasa', 'Sato Satomi']"
1149,Freedom,7,"['Sunrise', 'Bandai Visual', 'NYAV Post']","['Action', 'Adventure', 'Sci-Fi']",OVA,2006,2008,PG-13,7.63,"['Namikawa Daisuke', 'Yamaguchi Kappei', 'Kobayashi Sanae', 'Morikubo Showtaro']"
3922,Freedom Previsited,1,"['Sunrise', 'Bandai Visual']","['Action', 'Adventure', 'Sci-Fi']",OVA,2006,2006,PG,6.79,"['Namikawa Daisuke']"
3521,Freely Tomorrow,1,"['Sony Music Entertainment']","['Music']",Music,2012,2012,G,6.90,"[]"
2215,Freezing,12,"['FUNimation Entertainment', 'Media Factory', 'A.C.G.T.']","['Action', 'Drama', 'Ecchi', 'Harem', 'Martial Arts', 'Romance', 'Sci-Fi', 'Seinen']",TV,2011,2011,R+,7.29,"['Noto Mamiko', 'Hanazawa Kana', 'Ichiki Mitsuhiro', 'Inoue Marina']"
4003,Freezing Specials,6,"['FUNimation Entertainment', 'Media Factory']","['Action', 'Comedy', 'Ecchi']",Special,2011,2011,R+,6.77,"['Noto Mamiko', 'Hanazawa Kana', 'Ichiki Mitsuhiro', 'Kitamura Eri']"
2590,Freezing Vibration,12,"['FUNimation Entertainment', 'Media Factory', 'A.C.G.T.']","['Action', 'Comedy', 'Drama', 'Ecchi', 'Harem', 'Martial Arts', 'Military', 'Romance', 'Sci-Fi', 'Seinen']",TV,2013,2013,R+,7.18,"['Noto Mamiko', 'Inoue Marina', 'Hanazawa Kana', 'Ichiki Mitsuhiro']"
4510,Freezing Vibration Specials,6,"['FUNimation Entertainment', 'Media Factory', 'A.C.G.T.']","['Action', 'Comedy', 'Ecchi']",Special,2013,2014,R+,6.63,"['Noto Mamiko', 'Hanazawa Kana', 'Inoue Marina', 'Ichiki Mitsuhiro']"
1668,Fresh Precure!,50,"['Toei Animation']","['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo', 'Slice of Life']",TV,2009,2010,G,7.45,"['Komatsu Yuka', 'Oki Kanae', 'Nakagawa Akiko', 'Kitamura Eri']"
749,Fruits Basket,26,"['Studio Deen', 'FUNimation Entertainment']","['Comedy', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Slice of Life']",TV,2001,2001,PG-13,7.84,"['Seki Tomokazu', 'Ikeda Kyousuke', 'Horie Yui', 'Hisakawa Aya', 'Okiayu Ryotaro']"
725,Full Metal Panic!,24,"['Gonzo', 'ADV Films', 'FUNimation Entertainment', 'Kadokawa Shoten']","['Action', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']",TV,2002,2002,R,7.86,"['Seki Tomokazu', 'Yukino Satsuki', 'Yukana', 'Miki Shinichiro']"
411,Full Metal Panic! The Second Raid,13,"['Kyoto Animation', 'ADV Films', 'FUNimation Entertainment', 'Kadokawa Shoten', 'Kadokawa Pictures USA', 'Happinet Pictures']","['Action', 'Mecha', 'Military']",TV,2005,2005,R+,8.10,"['Seki Tomokazu', 'Yukino Satsuki', 'Yukana', 'Miki Shinichiro']"
1256,Full Metal Panic! The Second Raid Episode 000,1,"['Kyoto Animation', 'FUNimation Entertainment', 'Kadokawa Shoten']","['Action', 'Adventure', 'Mecha', 'Military']",Special,2005,2005,PG-13,7.59,"[]"
240,Full Metal Panic? Fumoffu,12,"['Kyoto Animation', 'ADV Films', 'FUNimation Entertainment']","['Action', 'Comedy', 'School']",TV,2003,2003,PG-13,8.26,"['Seki Tomokazu', 'Yukino Satsuki', 'Yukana', 'Kaneda Tomoko']"
412,Full Moon wo Sagashite (Searching for the Full Moon),52,"['Studio Deen', 'Viz Media', 'NAS']","['Comedy', 'Drama', 'Music', 'Romance', 'Shoujo', 'Supernatural']",TV,2002,2003,PG-13,8.10,"['Sakurazuka Yakkun', 'Ootsuda Hiromi', 'Myco', 'Honda Chieko', 'Ogata Megumi']"
176,Fullmetal Alchemist,51,"['Bones', 'Aniplex', 'Dentsu', 'Square Enix', 'FUNimation Entertainment', 'Mainichi Broadcasting']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",TV,2003,2004,PG-13,8.36,"['Park Romi', 'Kugimiya Rie', 'Ookawa Tooru', 'Fujiwara Keiji']"
3492,Fumiko no Kokuhaku (Fumiko&#039;s Confession),1,"['Studio Colorido']","['Comedy']",ONA,2009,2009,PG-13,6.91,"[]"
443,Furiko (Pendulum),1,"['None found', 'add some']","['Drama', 'Music', 'Romance', 'Slice of Life']",Special,2012,2012,G,8.07,"[]"
3367,Furusato Japan (Japan, Our Homeland),1,"['Wao World']","['Historical']",Movie,2007,2007,G,6.95,"['Kimura Subaru']"
3876,Fusha no Sha (To Shoot Without Shooting),1,"['Shanghai Animation Film Studio']","['Adventure', 'Historical', 'Martial Arts', 'Samurai', 'Supernatural']",Movie,  1988,  1988,PG,6.79,"[]"
4643,Fushigi Mahou Fun Fun Pharmacy,48,"['Toei Animation']","['Kids', 'Magic']",TV,1998,1999,G,6.59,"['Konishi Hiroko', 'Yajima Akiko', 'Matsushima Minori', 'Mitsuishi Kotono']"
867,Fushigi Yuugi (Mysterious Play),52,"['Studio Pierrot', 'TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan Productions', 'Yomiko Advertising', 'Media Blasters', 'Apollon']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Magic', 'Martial Arts', 'Romance', 'Shoujo']",TV,1995,1996,PG-13,7.78,"['Midorikawa Hikaru', 'Sakamoto Chika', 'Canna Nobutoshi', 'Araki Kae']"
2309,Fushigi Yuugi OVA (Mysterious Play OVA),3,"['Studio Pierrot', 'Bandai Visual', 'Movic']","['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Romance', 'Shoujo']",OVA,1996,1997,PG-13,7.26,"['Midorikawa Hikaru', 'Sakamoto Chika', 'Canna Nobutoshi', 'Araki Kae']"
1939,Fushigi Yuugi OVA 2 (Mysterious Play OVA 2),6,"['Studio Pierrot']","['Adventure', 'Drama', 'Fantasy', 'Historical', 'Martial Arts', 'Romance', 'Shoujo']",OVA,1997,1998,PG-13,7.37,"['Midorikawa Hikaru', 'Sakamoto Chika', 'Canna Nobutoshi', 'Araki Kae']"
4820,Fushigi na Koala Blinky (Noozles),26,"['Nippon Animation']","['Adventure', 'Comedy', 'Fantasy', 'Kids']",TV,1984,1984,G,6.54,"[]"
4444,Fushigi na Melmo (Marvelous Melmo),26,"['Mushi Productions', 'Tezuka Productions']","['Magic', 'Shoujo']",TV,1971,1972,PG,6.65,"['Mutou Reiko', 'Kawamura Maria', 'Asou Miyoko', 'Tsunoda Narumi', 'Horie Yui']"
4749,Fushigi no Kuni no Alice (Alice in Wonderland),52,"['Nippon Animation']","['Adventure', 'Fantasy', 'Kids']",TV,1983,1984,G,6.56,"[]"
1058,Fushigi no Umi no Nadia (Nadia: Secret of Blue Water),39,"['Gainax', 'ADV Films', 'NHK', 'Sogo Vision', 'Sentai Filmworks']","['Adventure', 'Comedy', 'Romance', 'Sci-Fi']",TV,1990,1991,PG-13,7.67,"['Takamori Yoshino', 'Hidaka Noriko', 'Sakurai Toshiharu', 'Mizutani Yuuko']"
3659,Fushigi no Umi no Nadia Specials,10,"['Gainax']","['Adventure', 'Sci-Fi']",Special,2003,2003,PG-13,6.86,"['Takamori Yoshino', 'Hidaka Noriko', 'Sakurai Toshiharu']"
1631,Fushigiboshi no☆Futagohime,51,"['Hal Film Maker', 'Diomedea', 'NAS']","['Comedy', 'Magic', 'Shoujo']",TV,2005,2006,G,7.46,"['Kojima Megumi', 'Minagawa Junko', 'Gotou Yuuko', 'Kakihara Tetsuya', 'Shimeno Junko']"
2079,Fushigiboshi no☆Futagohime Gyu!,52,"['Hal Film Maker', 'NAS']","['Comedy', 'Magic', 'Shoujo']",TV,2006,2007,G,7.33,"['Kojima Megumi', 'Minagawa Junko', 'Gotou Yuuko', 'Kakihara Tetsuya']"
4316,Futakoi (Twin Love),13,"['Telecom Animation Film', 'Lantis']","['Comedy', 'Romance', 'School']",TV,2004,2004,PG,6.69,"['Koshimizu Ami', 'Itsuki Yui', 'Horie Yui', 'Takagi Motoki']"
2991,Futakoi Alternative (Twin Love Alternative),13,"['ufotable', 'Feel', 'Studio Flag', 'Lantis']","['Comedy', 'Drama', 'Romance']",TV,2005,2005,PG-13,7.06,"['Seki Tomokazu', 'Mizuhashi Kaori', 'Kadowaki Mai', 'Koshimizu Ami']"
4617,Futari Ecchi (Step Up Love Story),4,"['Half H.P Studio', 'Media Blasters', 'Chaos Project']","['Comedy', 'Ecchi', 'Romance', 'Seinen', 'Slice of Life']",OVA,2002,2004,R+,6.60,"['Kawakami Tomoko', 'Ueda Yuji', 'Hyo-sei', 'Asakawa Yuu']"
4750,Futari Ecchi (2014),3,"['Production Reed']","['Comedy', 'Ecchi', 'Romance', 'Seinen', 'Slice of Life']",OVA,2014,2014,R+,6.56,"['Tsunematsu Ayumi', 'Nakamura Yuuichi', 'Saito Chiwa', 'Shirakawa Shusaku']"
3226,Futari wa Precure (Pretty Cure),49,"['Toei Animation']","['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo']",TV,2004,2005,PG,6.99,"['Honna Youko', 'Yukana', 'Seki Tomokazu', 'Yajima Akiko']"
4383,Futatsu no Kurumi,1,"['TV Asahi', 'Shin-Ei Animation']","['Drama']",Special,2007,2007,PG,6.67,"[]"
1465,Futatsu no Spica (Twin Spica),20,"['Group TAC']","['Drama', 'School', 'Sci-Fi', 'Supernatural']",TV,2003,2004,PG-13,7.51,"['Koyasu Takehito', 'Yajima Akiko', 'Kaida Yuki', 'Kimura Akiko']"
3335,Futsuu no Joshikousei ga [Locodol] Yatte Mita.: Nagarekawa, Annai Shite Mita.,1,"['Feel']","['Comedy', 'Seinen']",Special,2014,2014,PG-13,6.96,"['Itou Miku', 'Misawa Sachika', 'Yoshioka Maya', 'Minase Inori']"
2377,Future Card Buddyfight,64,"['Xebec', 'Oriental Light and Magic', 'Bushiroad Inc.']","['Game']",TV,2014,2015,PG,7.24,"['Oohata Shintarou', 'Mizuno Marie', 'Saito Soma']"
2690,Future Card Buddyfight 100,Unknown,"['Xebec', 'Oriental Light and Magic', 'Dentsu']","['Game']",TV,2015 to ?,2015 to ?,PG,7.15,"[]"
1411,Future GPX Cyber Formula,37,"['Sunrise', 'Bandai Entertainment']","['Adventure', 'Sci-Fi', 'Shounen', 'Sports']",TV,1991,1991,PG,7.53,"['Kanemaru Junichi', 'Mitsuishi Kotono', 'Ono Kenichi', 'Seki Toshihiko']"
1436,Future GPX Cyber Formula 11,6,"['Sunrise']","['Drama', 'Sci-Fi', 'Shounen', 'Sports']",OVA,1992,1993,PG-13,7.52,"['Kanemaru Junichi', 'Mitsuishi Kotono', 'Ono Kenichi', 'Hayami Show']"
1120,Future GPX Cyber Formula Saga,8,"['Sunrise']","['Drama', 'Sci-Fi', 'Shounen', 'Sports']",OVA,  1996 to 1997,  1996 to 1997,R+,7.64,"['Kanemaru Junichi', 'Mitsuishi Kotono', 'Ono Kenichi', 'Ikeda Shuuichi']"
929,Future GPX Cyber Formula Sin,5,"['Sunrise']","['Drama', 'Sci-Fi', 'Shounen', 'Sports']",OVA,  1998 to 2000,  1998 to 2000,PG-13,7.74,"['Kanemaru Junichi', 'Seki Toshihiko', 'Ono Kenichi', 'Mitsuishi Kotono']"
991,Future GPX Cyber Formula Zero,8,"['Sunrise']","['Drama', 'Sci-Fi', 'Shounen', 'Sports']",OVA,  1994 to 1995,  1994 to 1995,PG-13,7.71,"['Kanemaru Junichi', 'Mitsuishi Kotono', 'Ono Kenichi', 'Seki Toshihiko']"
1845,Fuujin Monogatari (Windy Tales),13,"['Production I.G', 'Touhouku Shinsha', 'Sentai Filmworks']","['Drama', 'Fantasy', 'School', 'Slice of Life', 'Supernatural']",TV,2004,2005,G,7.40,"['Nazuka Kaori', 'Irino Miyu', 'Hanamura Satomi']"
4986,Fuusen Shoujo Temple-chan (Temple the Balloonist),26,"['Tatsunoko Productions']","['Adventure', 'Comedy', 'Kids']",TV,1977,1978,G,6.48,"['Takizawa Kumiko', 'Ogata Kenichi', 'Hisamatsu Yuuko', 'Yano Youko']"
1375,GJ-bu (GJ Club),12,"['VAP', 'Doga Kobo', 'DAX Production', 'Nippon Television Network Corporation']","['Comedy', 'School', 'Slice of Life']",TV,2013,2013,PG-13,7.54,"['Mimori Suzuko', 'Arakawa Chika', 'Uchida Maaya', 'Miyamoto Yume']"
1941,GJ-bu@,1,"['Doga Kobo']","['Comedy', 'School', 'Slice of Life']",Special,2014,2014,PG-13,7.37,"['Mimori Suzuko', 'Arakawa Chika', 'Uchida Maaya', 'Miyamoto Yume']"
3693,Gad Guard,26,"['Gonzo', 'Hal Film Maker', 'FUNimation Entertainment', 'Media Factory', 'Imagica', 'Amber Film Works']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,2003,2003,PG-13,6.85,"['Suwabe Junichi', 'Suzumura Kenichi', 'Kurata Masayo', 'Sato Yuko']"
4839,Gag Manga Biyori Jump Festa 2002 Special,1,"['DAX Production']","['Comedy']",Special,  2002,  2002,PG-13,6.53,"[]"
586,Gake no Ue no Ponyo (Ponyo),1,"['Studio Ghibli', 'Dentsu', 'd-rights', 'Toho Company', 'Walt Disney Studios']","['Adventure', 'Fantasy']",Movie,2008,2008,G,7.95,"['Nara Yuria', 'Doi Hiroki', 'Tokoro Jouji', 'Yamaguchi Tomoko']"
4552,Gakkatsu!,25,"['NHK']","['Comedy', 'School']",TV,2012,2012,G,6.62,"['Kawasho Miyuki', 'Naga Ami', 'Naga Ami', 'Fukihara Kouta']"
4713,Gakkatsu! 2nd Season,25,"['NHK', 'Fanworks']","['Comedy', 'School']",TV,2013,2013,G,6.57,"['Kawasho Miyuki']"
897,Gakkou no Kaidan (Ghost Stories),19,"['Studio Pierrot', 'ADV Films', 'Discotek']","['Horror', 'Mystery', 'Supernatural']",TV,2000,2001,PG-13,7.76,"['Nakao Ryuusei', 'Sakuma Kumi', 'Honda Takako', 'Mamiya Kurumi']"
814,Gakkougurashi! (School-Live!),12,"['Sentai Filmworks', 'Lerche', 'Nitroplus', 'NBCUniversal Entertainment']","['Horror', 'Mystery', 'Psychological', 'School', 'Slice of Life']",TV,2015,2015,R,7.80,"['Ozawa Ari', 'Minase Inori', 'Takahashi Rie', 'Ichimichi Mao']"
766,Gakuen Alice,26,"['Aniplex', 'Group TAC', 'Sogo Vision', 'Right Stuf']","['Comedy', 'Magic', 'School', 'Shoujo']",TV,2004,2005,G,7.83,"['Park Romi', 'Ueda Kana', 'Kugimiya Rie', 'Yasuda Miwa']"
039;s</a>,     <a href="http://myanimelist.net/anime.php?p=250">Media Blasters</a>,Gakuen Heaven (Heaven Academy),13,"['Geneon Universal Entertainment', 'Tokyo Kids', 'Visual Art&#039;s', 'Media Blasters']","['Comedy', 'Drama', 'Romance', 'School', 'Shounen Ai']",TV,2006,2006,PG-13,6.86,"['Fukuyama Jun', 'Aoyama Touko', 'Sakurai Takahiro', 'Tsunematsu Ayumi', 'Morikawa Toshiyuki', 'Konishi Katsuyuki']"
1781,Gakuen Utopia Manabi Straight!,12,"['ufotable', 'Starchild Records', 'The Klock Worx', 'ASCII Media Works']","['Comedy', 'School', 'Slice of Life']",TV,2007,2007,G,7.42,"['Horie Yui', 'Nonaka Ai', 'Fujita Saki', 'Hirano Aya']"
2248,Gakuen Utopia Manabi Straight! Special,1,"['ufotable', 'Starchild Records']","['Comedy', 'School', 'Sci-Fi', 'Slice of Life']",Special,2007,2007,G,7.28,"['Horie Yui', 'Nonaka Ai', 'Fujita Saki', 'Hirano Aya']"
2007,Gakusen Toshi Asterisk,12,"['Aniplex', 'A-1 Pictures', 'FUNimation Entertainment', 'flying DOG', 'Aniplex of America']","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Supernatural']",TV,2015,2015,PG-13,7.35,"['Kakuma Ai', 'Touyama Nao', 'Izawa Shiori', 'Ozawa Ari']"
4317,Galactic Patrol Lensman,25,"['TV Asahi']","['Action', 'Adventure', 'Sci-Fi']",TV,1984,1985,PG-13,6.69,"['Furukawa Toshio']"
2630,Galaxy Angel,24,"['Madhouse', 'Bandai Visual', 'Broccoli', 'Bandai Entertainment', 'Studio Jack']","['Comedy', 'Sci-Fi']",TV,2001,2001,PG-13,7.17,"['Shintani Ryouko', 'Kanai Mika', 'Sawashiro Miyuki', 'Yamaguchi Mayumi']"
1632,Galaxy Angel 3,26,"['Madhouse', 'Bandai Visual', 'Broccoli', 'Yomiko Advertising', 'Bandai Entertainment', 'Studio Jack']","['Comedy', 'Sci-Fi']",TV,2002,2003,PG,7.46,"['Shintani Ryouko', 'Kanai Mika', 'Sawashiro Miyuki', 'Yamaguchi Mayumi']"
1940,Galaxy Angel 3 Specials,2,"['Broccoli', 'Bandai Entertainment']","['Comedy', 'Sci-Fi']",Special,2003,2003,PG,7.37,"['Shintani Ryouko', 'Kanai Mika', 'Sawashiro Miyuki', 'Yamaguchi Mayumi']"
1810,Galaxy Angel 4,13,"['Madhouse', 'Bandai Visual', 'Studio Fantasia', 'Feel', 'Studio Flag', 'Lantis', 'Broccoli', 'Bandai Entertainment']","['Comedy', 'Sci-Fi']",TV,2004,2004,PG,7.41,"['Shintani Ryouko', 'Kanai Mika', 'Sawashiro Miyuki', 'Yamaguchi Mayumi']"
4511,Galaxy Angel Rune,13,"['Madhouse', 'Bandai Visual', 'Satelight', 'Broccoli', 'Sunny Side Up']","['Comedy', 'Sci-Fi']",TV,2006,2006,PG-13,6.63,"['Akesaka Satomi', 'Inamura Yuuna', 'Hanamura Satomi', 'Hirano Aya']"
2902,Galaxy Angel S,1,"['Madhouse', 'Bandai Visual']","['Comedy', 'Sci-Fi']",Special,2003,2003,PG-13,7.08,"[]"
3593,Galaxy Angel Specials,2,"['Madhouse', 'Broccoli']","['Comedy', 'Sci-Fi']",Special,2002,2002,PG-13,6.88,"[]"
2144,Galaxy Angel Z,9,"['Madhouse', 'Bandai Visual', 'Broccoli', 'Bandai Entertainment']","['Comedy', 'Sci-Fi']",TV,2002,2002,PG,7.31,"['Shintani Ryouko', 'Kanai Mika', 'Sawashiro Miyuki', 'Yamaguchi Mayumi']"
2757,Galaxy Angel Z Special,1,"['Broccoli', 'Bandai Entertainment']","['Comedy', 'Sci-Fi']",Special,  2002,  2002,PG-13,7.13,"['Shintani Ryouko', 'Yamaguchi Mayumi', 'Tamura Yukari']"
4840,Galilei Donna,11,"['Aniplex', 'A-1 Pictures', 'Fuji TV', 'Discotek']","['Action', 'Adventure', 'Sci-Fi']",TV,2013,2013,R,6.53,"['Hidaka Rina', 'Shindou Kei', 'Ookubo Rumi', 'Kamiya Hiroshi']"
1094,Gallery Fake,37,"['Aniplex', 'Tokyo Kids', 'Minami Machi Bugyousho', 'Sakura Create']","['Mystery', 'Seinen']",TV,2005,2005,PG-13,7.65,"['Morikawa Toshiyuki', 'Kawasumi Ayako', 'Hamada Kenji', 'Ishida Akira']"
3068,Gamba no Bouken (Adventure of Gamba),26,"['Tokyo Movie Shinsha']","['Adventure', 'Kids']",TV,1975,1975,PG,7.04,"['Nozawa Masako', 'Mori Katsuji', 'Kagawa Kouko', 'Yamashita Keisuke']"
3762,Gambo,1,"['Sunrise', 'Sentai Filmworks']","['Demons', 'Historical']",Movie,2013,2013,R,6.83,"[]"
3462,Ganbare! Kickers (Fight! Kickers),26,"['Studio Pierrot']","['Comedy', 'Drama', 'Shounen', 'Sports']",TV,1986,1987,G,6.92,"['Suzuki Tomiko', 'Ikura Kazue', 'Yamada Eiko', 'Tsukase Noriko']"
1201,Ganbare Genki,35,"['Fuji TV']","['Action', 'Comedy', 'Shounen', 'Sports']",TV,1980,1981,PG-13,7.60,"['Fujita Toshiko']"
1706,Ganbarist! Shun,30,"['Sunrise', 'Yomiuri Telecasting Corporation']","['Comedy', 'Shounen', 'Sports']",TV,1996,1997,PG-13,7.44,"['Matsumoto Dai', 'Ikura Kazue', 'Miki Shinichiro', 'Ugaki Hidenari']"
898,Gangsta.,12,"['Bandai Visual', 'Manglobe', 'Frontier Works', 'FUNimation Entertainment']","['Action', 'Drama', 'Seinen']",TV,2015,2015,R,7.76,"['Tsuda Kenjirou', 'Hanae Natsuki', 'Suwabe Junichi', 'Murase Ayumu', 'Noto Mamiko', 'Yoshino Hiroyuki']"
4752,Gangsta. Recap (Gangsta.),1,"['Manglobe']","['Action', 'Drama', 'Seinen']",Special,2015,2015,R,6.56,"[]"
203,Gankutsuou (Gankutsuou: The Count of Monte Cristo),24,"['Gonzo', 'Geneon Universal Entertainment', 'GDH', 'TV Asahi', 'FUNimation Entertainment', 'Media Factory']","['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",TV,2004,2005,R,8.31,"['Nakata Jouji', 'Hirakawa Daisuke', 'Fukuyama Jun', 'Yajima Akiko']"
2080,Gantz,13,"['Gonzo', 'ADV Films', 'FUNimation Entertainment', 'Fuji TV']","['Action', 'Drama', 'Horror', 'Psychological', 'Sci-Fi', 'Supernatural']",TV,2004,2004,R+,7.33,"['Namikawa Daisuke', 'Yamaguchi Mayumi', 'Oosato Masashi', 'Nabatame Hitomi', 'Yabe Masahito']"
2008,Gantz 2nd Stage (Gantz: Second Stage),13,"['Gonzo', 'ADV Films', 'FUNimation Entertainment', 'Fuji TV']","['Action', 'Drama', 'Horror', 'Psychological', 'Sci-Fi', 'Supernatural']",TV,2004,2004,R+,7.35,"['Namikawa Daisuke', 'Yamaguchi Mayumi', 'Oosato Masashi', 'Nabatame Hitomi', 'Sonozaki Mie']"
3205,Garakuta-doori no Stain (Mr. Stain on Junk Alley),13,"['FUNimation Entertainment']","['Comedy']",TV,2003,2003,PG,7.00,"['Usui Takayasu']"
4004,Gasaraki,25,"['Sunrise', 'ADV Films', 'Yomiko Advertising', 'Right Stuf', 'Atelier Musa']","['Drama', 'Mecha', 'Military', 'Psychological', 'Supernatural']",TV,1998,1999,PG-13,6.77,"['Kingetsu Mami', 'Hiyama Nobuyuki', 'Takada Yuji', 'Yasui Kunihiko']"
1437,Gatchaman Crowds,12,"['VAP', 'Tatsunoko Productions', 'DAX Production', 'Sentai Filmworks', 'Nippon Television Network Corporation']","['Adventure', 'Sci-Fi']",TV,2013,2013,PG-13,7.52,"['Uchida Maaya', 'Murase Ayumu', 'Koiwai Kotori', 'Miyano Mamoru']"
1326,Gatchaman Crowds Insight,12,"['Tatsunoko Productions', 'Sentai Filmworks']","['Adventure', 'Sci-Fi']",TV,2015,2015,PG-13,7.56,"['Uchida Maaya', 'Murase Ayumu', 'Koiwai Kotori', 'Miyano Mamoru']"
2826,Gate Keepers,24,"['Gonzo', 'Geneon Universal Entertainment', 'Media Factory']","['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,2000,2000,PG-13,7.11,"['Kawasumi Ayako', 'Sakurai Takahiro', 'Suzuki Masami', 'Takano Naoko']"
3428,Gate Keepers 21,6,"['Gonzo']","['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,2002,2003,PG-13,6.93,"['Ootani Ikue', 'Nogawa Sakura', 'Hanioka Yukiko', 'Suzuki Masami']"
2009,Gear Fighter Dendoh,38,"['Sunrise', 'Yomiko Advertising']","['Action', 'Mecha']",TV,2000,2001,PG,7.35,"['Shindo Naomi', 'Matsuoka Youko', 'Mitsuishi Kotono', 'Nakata Kazuhiro']"
2514,Gedo Senki (Tales from Earthsea),1,"['Studio Ghibli']","['Adventure', 'Fantasy', 'Magic']",Movie,2006,2006,PG-13,7.21,"['Teshima Aoi', 'Sugawara Bunta', 'Okada Junichi', 'Fubuki Jun']"
3069,Gegege no Kitarou (1968),65,"['Toei Animation']","['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']",TV,1968,1969,G,7.04,"['Nozawa Masako', 'Tanonaka Isamu', 'Otsuka Chikao']"
3228,Gegege no Kitarou (1971),45,"['Toei Animation']","['Adventure', 'Demons', 'Super Power', 'Supernatural']",TV,1971,1972,G,6.97,"['Nozawa Masako', 'Tanonaka Isamu', 'Ogushi Youko', 'Otsuka Chikao']"
4133,Gegege no Kitarou (1985),108,"['Toei Animation']","['Comedy', 'Supernatural']",TV,1985,1988,G,6.73,"['Toda Keiko', 'Tanonaka Isamu', 'Mita Yuko', 'Tomiyama Kei']"
4318,Gegege no Kitarou (1996) (Spooky Kitaro),114,"['Toei Animation']","['Adventure', 'Demons', 'Supernatural']",TV,1996,1998,G,6.69,"['Matsuoka Youko', 'Tanonaka Isamu', 'Konno Hiromi', 'Chiba Shigeru']"
2993,Gegege no Kitarou (2007),100,"['Toei Animation']","['Comedy', 'Fantasy', 'Horror']",TV,2007,2009,PG,7.06,"['Takayama Minami', 'Tanonaka Isamu', 'Tatsuta Naoki', 'Yamamoto Keiko']"
3878,Gekitou! Crush Gear Turbo,68,"['Sunrise', 'Bandai Visual']","['Shounen', 'Sports']",TV,2001,2003,G,6.80,"['Sasanuma Akira', 'Sakamoto Chika', 'Shindo Naomi', 'Matsumoto Megumi']"
182,Gekkan Shoujo Nozaki-kun (Monthly Girls&#039; Nozaki-kun),12,"['TV Tokyo', 'Frontier Works', 'Doga Kobo', 'Media Factory', 'AT-X', 'Sentai Filmworks', 'Sony Music Communications']","['Comedy', 'Romance', 'School', 'Shounen']",TV,2014,2014,PG-13,8.35,"['Okamoto Nobuhiko', 'Ozawa Ari', 'Sawashiro Miyuki', 'Nakamura Yuuichi']"
423,Gekkan Shoujo Nozaki-kun Specials,6,"['Doga Kobo', 'Media Factory']","['Comedy', 'Romance', 'School']",Special,2014,2015,PG-13,8.09,"['Okamoto Nobuhiko', 'Ozawa Ari', 'Sawashiro Miyuki', 'Nakamura Yuuichi']"
4753,Genei wo Kakeru Taiyou (Day Break Illusion),13,"['Aniplex', 'AIC', 'NAS', 'Aniplex of America', 'Bushiroad Inc.', 'Good Smile Company']","['Magic']",TV,2013,2013,R,6.56,"['Kadowaki Mai', 'Kitamura Eri', 'Tokui Sora', 'Tatsumi Yuiko']"
2631,Generator Gawl,12,"['ADV Films', 'Tatsunoko Productions']","['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen']",TV,1998,1998,PG-13,7.17,"['Canna Nobutoshi', 'Yamaguchi Yuriko', 'Kashiwakura Tsutomu', 'Miki Shinichiro']"
