Rank,Title,Episodes,Producers,Genres,Type,PremieredYear,ENDYear,Rating,Score,VoiceActors
3048,Shin Angyo Onshi (Blade of the Phantom Master),1,"['Shogakukan Productions', 'ADV Films', 'FUNimation Entertainment']","['Action', 'Fantasy']",Movie,2004,2004,R,7.05,"['Fujiwara Keiji', 'Kobayashi Sanae', 'Fukushima Jun', 'Kishio Daisuke']"
2460,Shin Captain Tsubasa,13,"['Nippon Animation', 'Studio Comet', 'NAS', 'Fuji TV']","['Action', 'Shounen', 'Sports']",OVA,1989,1990,G,7.22,"['Hibino Akari', 'Suzuoki Hirotaka', 'Hashimoto Kouichi']"
4074,Shin Cutey Honey,8,"['Toei Video', 'Dynamic Planning']","['Adventure', 'Comedy', 'Ecchi', 'Magic', 'Sci-Fi']",OVA,1994,1995,R+,6.76,"['Neya Michiko', 'Tomita Kousei', 'Matsumoto Rika', 'Egawa Hisao']"
1483,Shin Getter Robo (New Getter Robo),13,"['Brains Base', 'Bee Media', 'Dynamic Planning']","['Action', 'Adventure', 'Demons', 'Horror', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,2004,2004,R,7.51,"['Ishikawa Hideo', 'Uchida Naoya', 'Yanada Kiyoyuki', 'Arimoto Kinryuu']"
2495,Shin Getter Robo tai Neo Getter Robo,4,"['Bandai Visual', 'Bee Media', 'Discotek', 'Dynamic Planning']","['Action', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,2000,2001,PG-13,7.21,"['Ishikawa Hideo', 'Uchida Naoya', 'Sakurai Takahiro', 'Tsuji Shinpachi']"
2496,Shin Hakkenden,26,"['TV Tokyo', 'Public &amp; Basic']","['Action', 'Adventure', 'Martial Arts', 'Sci-Fi']",TV,1999,1999,PG-13,7.21,"['Suzuki Masami', 'Asakawa Yuu', 'Okiayu Ryotaro', 'Tatsuta Naoki']"
3149,Shin Hokuto no Ken (New Fist of the North Star),3,"['OB Planning', 'ADV Films', 'Kitty Films', 'Sega', 'Sentai Filmworks']","['Action', 'Martial Arts', 'Sci-Fi', 'Shounen']",OVA,2003,2004,R+,7.02,"['Koyasu Takehito', 'Gackt', 'Kishio Daisuke', 'Ishizuka Unshou']"
3150,Shin Koihime†Musou,12,"['Marvelous Entertainment', 'Doga Kobo', 'Sentai Filmworks']","['Comedy', 'Ecchi', 'Fantasy', 'Historical']",TV,2009,2009,R+,7.02,"['Kurokawa Nami', 'Motoi Emi', 'Nishizawa Hiroka', 'Kobayashi Maki']"
3575,Shin Koihime†Musou OVA,1,"['Marvelous Entertainment', 'Doga Kobo']","['Comedy', 'Ecchi', 'Fantasy']",OVA,2010,2010,R+,6.89,"['Kurokawa Nami', 'Motoi Emi', 'Nishizawa Hiroka', 'Kobayashi Maki']"
4233,Shin Koihime†Musou OVA Omake,1,"['None found', 'add some']","['Adventure', 'Comedy', 'Fantasy']",Special,2010,2010,R+,6.72,"[]"
507,Shin Mazinger Shougeki! Z-Hen (Mazinger Edition Z: The Impact!),26,"['Bee Media', 'Code', 'Discotek', 'Studio Jack', 'Dynamic Planning']","['Action', 'Mecha', 'Shounen', 'Super Power']",TV,2009,2009,R,8.01,"['Akabane Kenji', 'Yamagata Kaori', 'Ishitobi Kouji', 'Ichijou Miyuki', 'Kishino Kazuhiko']"
4268,Shin Megami Tensei Devil Children,50,"['Actas']","['Action', 'Adventure', 'Demons', 'Fantasy', 'Game', 'Kids', 'Magic', 'Sci-Fi', 'Supernatural']",TV,2000,2001,PG,6.71,"['Morikubo Showtaro', 'Yukana']"
4732,Shin Minashigo Hutch (The New Adventures of Hutch the Honeybee),26,"['Tatsunoko Productions']","['Adventure', 'Comedy', 'Drama']",TV,1974,1974,G,6.57,"[]"
1987,Shin Shirayuki-hime Densetsu Pretear,13,"['Hal Film Maker', 'ADV Films', 'FUNimation Entertainment', 'Kadokawa Shoten', 'Rondo Robe']","['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo', 'Super Power']",TV,2001,2001,PG-13,7.36,"['Toriumi Kousuke', 'Yoshida Sayuri', 'Sakurai Takahiro', 'Horie Yui']"
3379,Shin Tenchi Muyou! (Tenchi in Tokyo),26,"['AIC', 'FUNimation Entertainment', 'Pioneer LDC']","['Comedy', 'Harem', 'Romance', 'Sci-Fi', 'Shounen']",TV,1997,1997,PG-13,6.95,"['Orikasa Ai', 'Kobayashi Yuko', 'Kikuchi Masami', 'Yokoyama Chisa']"
2809,Shin Tenchi Muyou! Specials,6,"['AIC', 'Pioneer LDC']","['Comedy', 'Romance', 'Sci-Fi', 'Shounen']",Special,1997,1997,PG-13,7.12,"[]"
2267,Shingeki! Kyojin Chuugakkou (Attack on Titan: Junior High),12,"['Production I.G', 'FUNimation Entertainment']","['Comedy', 'Parody', 'School', 'Shounen']",TV,2015 to ?,2015 to ?,PG-13,7.28,"['Ishikawa Yui', 'Kaji Yuuki', 'Inoue Marina', 'Kamiya Hiroshi']"
49,Shingeki no Kyojin (Attack on Titan),25,"['Production I.G', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Pony Canyon', 'Kodansha', 'Mad Box', 'Pony Canyon Enterprises', 'Wit Studio', 'Shingeki no Kyojin Team']","['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",TV,2013,2013,R,8.66,"['Ishikawa Yui', 'Kaji Yuuki', 'Inoue Marina', 'Kamiya Hiroshi']"
692,Shingeki no Kyojin OVA,3,"['Production I.G', 'Wit Studio']","['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",OVA,2013,2014,R,7.89,"['Taniyama Kishou', 'Park Romi', 'Kokuryu Sachi', 'Kamiya Hiroshi']"
3380,Shingeki no Kyojin Picture Drama,9,"['Production I.G', 'FUNimation Entertainment', 'Studio Moriken']","['Comedy', 'Parody']",Special,2013,2014,PG-13,6.95,"['Ishikawa Yui', 'Kaji Yuuki', 'Inoue Marina', 'Kamiya Hiroshi']"
2679,Shingetsutan Tsukihime (Lunar Legend Tsukihime),12,"['J.C.Staff', 'TBS', 'Rondo Robe', 'Movic', 'Sentai Filmworks']","['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",TV,2003,2003,R,7.16,"['Nabatame Hitomi', 'Suzumura Kenichi', 'Itou Shizuka', 'Orikasa Fumiko']"
2951,Shinigami no Ballad (Momo, Girl God of Death),6,"['Group TAC', 'Pony Canyon', 'Ginga Ya', 'Maiden Japan']","['Drama', 'Fantasy', 'Psychological', 'Supernatural']",TV,2006,2006,PG-13,7.08,"['Kobayashi Akiko', 'Shimizu Ai', 'Saito Chiwa', 'Kimura Akiko']"
4367,Shining Tears X Wind,13,"['Studio Deen', 'Sega', 'Discotek']","['Action', 'Adventure', 'Fantasy', 'Magic']",TV,2007,2007,PG-13,6.68,"['Hoshi Soichiro', 'Saito Chiwa', 'Horie Yui', 'Ishida Akira']"
3644,Shinkon Gattai Godannar!! (Marriage of God &amp; Soul Godannar!!),13,"['Oriental Light and Magic', 'AIC', 'ADV Films', 'Sentai Filmworks']","['Comedy', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi']",TV,2003,2003,R+,6.87,"['Nakahara Mai', 'Kondou Takayuki', 'Kakazu Yumi', 'Honda Takako']"
2810,Shinkon Gattai Godannar!! 2nd Season,13,"['Oriental Light and Magic', 'ADV Films', 'Sentai Filmworks']","['Comedy', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi']",TV,2004,2004,R+,7.12,"['Nakahara Mai', 'Weaver Brett', 'Kondou Takayuki', 'Kakazu Yumi', 'Honda Takako']"
3151,Shinkyoku Soukai Polyphonica,12,"['Ginga Ya', 'Sentai Filmworks', 'SoftBank Creative Corp.', 'Memory-Tech']","['Drama', 'Fantasy', 'Music', 'Romance', 'School']",TV,2007,2007,PG-13,7.02,"['Tomatsu Haruka', 'Kamiya Hiroshi', 'Mizuki Nana', 'Hiyama Nobuyuki']"
1924,Shinkyoku Soukai Polyphonica Crimson S (Polyphonica Crimson S),12,"['Diomedea', 'Lantis', 'Magic Capsule', 'Maiden Japan']","['Drama', 'Fantasy', 'Music', 'Romance', 'School']",TV,2009,2009,PG-13,7.38,"['Tomatsu Haruka', 'Kamiya Hiroshi', 'Mizuki Nana', 'Satou Rina']"
2680,Shinmai Maou no Testament (The Testament of Sister New Devil),12,"['Kadokawa Shoten', 'AT-X', 'Nippon Columbia', 'Kadokawa Pictures Japan', 'The Klock Worx', 'Production IMS', 'Mobcast']","['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",TV,2015,2015,R+,7.16,"['Asai Ayaka', 'Nakamura Yuuichi', 'Fukuhara Kaori', 'Bridcutt Sarah Emi']"
906,Shinmai Maou no Testament Burst,10,"['Kadokawa Shoten', 'Nippon Columbia', 'Production IMS']","['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",TV,2015 to ?,2015 to ?,R,7.76,"['Asai Ayaka', 'Nakamura Yuuichi', 'Fukuhara Kaori', 'Bridcutt Sarah Emi']"
2328,Shinmai Maou no Testament OVA,1,"['Production IMS']","['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",OVA,2015,2015,R,7.26,"[]"
4304,Shinmai Maou no Testament Specials,6,"['Production IMS']","['Comedy', 'Ecchi']",Special,2015,2015,R+,6.69,"['Asai Ayaka', 'Fukuhara Kaori', 'Bridcutt Sarah Emi']"
1484,Shinrei Tantei Yakumo (Psychic Detective Yakumo),13,"['Bee Train', 'NHK', 'Sogo Vision', 'NHK-BS2', 'Sentai Filmworks']","['Horror', 'Mystery', 'Shoujo', 'Supernatural']",TV,2010,2010,PG-13,7.51,"['Ono Daisuke', 'Fujimura Ayumi', 'Touchi Hiroki', 'Koshimizu Ami']"
1337,Shinryaku!! Ika Musume,3,"['Diomedea']","['Comedy', 'Shounen', 'Slice of Life']",OVA,2012,2014,PG-13,7.56,"['Kanemoto Hisako', 'Tanaka Rie', 'Fujimura Ayumi', 'Itou Kanae']"
1136,Shinryaku!? Ika Musume (Squid Girl 2),12,"['TV Tokyo', 'Diomedea', 'Nomad', 'Lantis', 'Pony Canyon', 'Production Reed', 'Encourage Films', 'TV Tokyo Music', 'Studio Jack']","['Comedy', 'Shounen', 'Slice of Life']",TV,2011,2011,PG-13,7.64,"['Kanemoto Hisako', 'Tanaka Rie', 'Fujimura Ayumi', 'Itou Kanae']"
1862,Shinryaku! Ika Musume Specials (Squid Girl Specials),2,"['Diomedea']","['Comedy']",Special,2011,2011,G,7.40,"['Kanemoto Hisako', 'Itou Kanae']"
4919,Shinseiki Duel Masters Flash,24,"['SynergySP', 'G&amp;G Entertainment']","['Comedy', 'Kids']",TV,2006,2007,G,6.51,"[]"
87,Shinsekai yori (From the New World),25,"['Aniplex', 'TV Asahi', 'A-1 Pictures', 'Pony Canyon', 'Sentai Filmworks']","['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural']",TV,2012,2013,R,8.55,"['Endou Aya', 'Taneda Risa', 'Kaji Yuuki', 'Tojo Kanako', 'Hanazawa Kana', 'Toudou Mai', 'Murase Ayumu']"
2909,Shinzou Ningen Casshern (Neo Human Casshan),35,"['Tatsunoko Productions', 'Sentai Filmworks']","['Action']",TV,1973,1974,PG-13,7.09,"['Nishikawa Ikuo', 'Utsumi Kenji']"
1017,Shion no Ou,22,"['Studio Deen', 'Yomiko Advertising', 'Pony Canyon', 'Fuji TV', 'DAX Production']","['Drama', 'Game', 'Mystery', 'Thriller']",TV,2007,2008,PG-13,7.70,"['Kawasumi Ayako', 'Park Romi', 'Mizuno Risa', 'Gouda Hozumi']"
2647,Shippuu! Iron Leaguer,52,"['Sunrise']","['Sci-Fi', 'Shounen', 'Sports']",TV,1993,1994,PG-13,7.17,"['Matsumoto Yasunori', 'Yokoyama Chisa', 'Okiayu Ryotaro', 'Yanada Kiyoyuki']"
4269,Shirayuki Hime no Densetsu (The Legend of Snow White),52,"['Tatsunoko Productions']","['Adventure', 'Fantasy', 'Romance']",TV,1994,1995,G,6.71,"['Naka Hiroshi', 'Iwanaga Tetsuya', 'Koyasu Takehito', 'Amano Yuri']"
4395,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,2,"['Nippon Animation', 'Movic', 'Tokuma Shoten']","['Comedy', 'Shounen Ai', 'Sports']",OVA,2002,2002,PG-13,6.67,"['Morikawa Toshiyuki', 'Ishikawa Hideo']"
110,Shirobako,24,"['Sotsu Agency', 'P.A. Works', 'Movic', 'Sentai Filmworks', 'Warner Bros.', 'The Klock Worx', 'Showgate']","['Comedy', 'Drama']",TV,2014,2015,PG-13,8.49,"['Kimura Juri', 'Yoshimura Haruka', 'Ohwada Hitomi', 'Chisuga Haruka']"
1897,Shuffle!,24,"['Xebec', 'FUNimation Entertainment', 'Lantis', 'Asread', 'Memory-Tech']","['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']",TV,2005,2006,R+,7.39,"['Itou Miki', 'Gotou Yuuko', 'Hitomi', 'Aoki Sayaka']"
3119,Shirobako Specials,2,"['P.A. Works', 'Warner Bros.']","['Adventure', 'Comedy']",Special,2015,2015,PG-13,7.03,"['Itou Shizuka', 'Yonezawa Madoka', 'Numakura Manami', 'Yamaoka Yuri']"
522,Shirokuma Cafe (Polar Bear&#039;s Café),50,"['Studio Pierrot', 'TV Tokyo', 'Avex Entertainment']","['Comedy', 'Josei', 'Slice of Life']",TV,2012,2013,G,8.00,"['Sakurai Takahiro', 'Fukuyama Jun', 'Kamiya Hiroshi', 'Endou Aya']"
38,Shokugeki no Souma (Food Wars! Shokugeki no Soma),24,"['J.C.Staff', 'Mainichi Broadcasting', 'Sentai Filmworks']","['Ecchi', 'School', 'Shounen']",TV,2015,2015,PG-13,8.71,"['Matsuoka Yoshitsugu', 'Takahashi Minami', 'Taneda Risa', 'Akasaki Chinatsu']"
1164,Shonan Junai Gumi!,5,"['J.C.Staff']","['Action', 'Comedy', 'School']",OVA,1994,1997,R+,7.63,"['Futamata Issei', 'Hori Hideyuki', 'Hiyama Nobuyuki', 'Narita Ken']"
1213,Shoubushi Densetsu Tetsuya,20,"['Toei Video']","['Game', 'Historical', 'Shounen']",TV,2000,2001,R,7.61,"['Okiayu Ryotaro', 'Otsuka Chikao', 'Takagi Wataru']"
284,Shoujo Kakumei Utena (Revolutionary Girl Utena),39,"['J.C.Staff', 'TV Tokyo', 'Right Stuf', 'Central Park Media']","['Drama', 'Fantasy', 'Psychological', 'Shoujo']",TV,1997,1997,PG-13,8.22,"['Kawakami Tomoko', 'Fuchizaki Yuriko', 'Mitsuishi Kotono', 'Shiratori Yuri']"
829,Shoukoujo Sara (A Little Princess Sara),46,"['Nippon Animation']","['Drama', 'Historical', 'Shoujo', 'Slice of Life']",TV,1985,1985,G,7.80,"['Shimamoto Sumi', 'Nakanishi Taeko', 'Ichiryuusai Teiyuu', 'Watanabe Naoko']"
1800,Shoukoushi Cedie (Little Lord Fauntleroy),43,"['Nippon Animation']","['Drama', 'Shoujo', 'Slice of Life']",TV,1988,1988,G,7.42,"['Orikasa Ai', 'Yoshida Rihoko']"
4120,Shounan Bakusozoku,12,"['Toei Animation']","['Action', 'Comedy', 'Shounen']",OVA,1986,1999,R,6.75,"['Shiozawa Kaneto']"
940,Shounen Onmyouji (Shonen Onmyoji),26,"['Studio Deen', 'FUNimation Entertainment']","['Action', 'Demons', 'Fantasy', 'Historical', 'Magic', 'Shoujo', 'Supernatural']",TV,2006,2007,PG-13,7.74,"['Konishi Katsuyuki', 'Noda Junko', 'Kaida Yuki', 'Ishida Akira', 'Mugihito', 'Takahashi Hiroki']"
3050,Shouwa Monogatari,13,"['Wao World']","['Drama', 'Historical']",TV,2011,2011,PG,7.05,"['Aoki Makoto', 'Fukuen Misato', 'Chiba Shouya']"
4770,Shouwa Monogatari (Movie),1,"['Wao World']","['Drama', 'Historical']",Movie,2011,2011,PG,6.56,"[]"
2648,Show By Rock!!,12,"['Bones', 'FUNimation Entertainment', 'Pony Canyon', 'Sanrio', 'Tokyo MX', 'Studio GOONEYS']","['Comedy', 'Music']",TV,2015,2015,PG-13,7.18,"['Inagawa Eri', 'Numakura Manami', 'Sakura Ayane', 'Uesaka Sumire']"
4491,Shuffle! Memories,12,"['Asread', 'Kadokawa Pictures USA', 'Memory-Tech']","['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']",TV,2007,2007,PG-13,6.64,"['Itou Miki', 'Gotou Yuuko', 'Hitomi', 'Aoki Sayaka']"
3410,Shuffle! Prologue,1,"['Lantis', 'Asread']","['Comedy', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']",OVA,2005,2005,PG-13,6.94,"['Itou Miki', 'Gotou Yuuko', 'Hitomi', 'Aoki Sayaka']"
1108,Shugo Chara!! Doki,51,"['TV Tokyo', 'Satelight']","['Comedy', 'Magic', 'School', 'Shoujo']",TV,2008,2009,PG,7.65,"['Sawashiro Miyuki', 'Nakamura Yuuichi', 'Itou Kanae', 'Chiba Saeko', 'Takagi Reiko']"
1076,Shugo Chara!,51,"['TV Tokyo', 'Satelight', 'Pony Canyon']","['Comedy', 'Magic', 'School', 'Shoujo']",TV,2007,2008,PG,7.67,"['Nakamura Yuuichi', 'Itou Kanae', 'Mizuki Nana', 'Abe Atsushi']"
4234,Shugo Chara! Party!,25,"['TV Tokyo', 'Satelight']","['Comedy', 'Magic', 'School', 'Shoujo']",TV,2009,2010,PG,6.72,"['Itou Kanae', 'Chiba Saeko', 'Takagi Reiko', 'Katou Nanae']"
4492,Shukufuku no Campanella (OVA),1,"['AIC', 'Right Stuf']","['Comedy', 'Ecchi', 'Fantasy']",OVA,2011,2011,R+,6.64,"['Okamoto Nobuhiko', 'Mizuhashi Kaori', 'Imai Asami', 'Kadowaki Mai']"
3152,Shutsugeki! Machine Robo Rescue,53,"['Sunrise', 'TV Tokyo', 'Bandai Visual', 'Lantis']","['Action', 'Mecha', 'Sci-Fi']",TV,2003,2004,PG,7.02,"['Aida Sayaka', 'Amada Masato', 'Amada Masato', 'Matsumoto Megumi']"
605,Sidonia no Kishi (Knights of Sidonia),12,"['Starchild Records', 'Mainichi Broadcasting', 'Kodansha', 'Sentai Filmworks', 'The Klock Worx', 'Polygon Pictures']","['Action', 'Mecha', 'Sci-Fi', 'Seinen', 'Space']",TV,2014,2014,R,7.94,"['Toyosaki Aki', 'Osaka Ryota', 'Suzaki Aya', 'Suzaki Aya']"
1955,Sidonia no Kishi Movie,1,"['Polygon Pictures']","['Action', 'Mecha', 'Sci-Fi', 'Seinen', 'Space']",Movie,2015,2015,R,7.37,"['Toyosaki Aki', 'Osaka Ryota', 'Suzaki Aya', 'Ohara Sayaka']"
3286,Silent Mobius,26,"['Radix', 'Bandai Entertainment']","['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Romance', 'Sci-Fi']",TV,1998,1998,PG-13,6.98,"['Matsui Naoko', 'Tsuru Hiromi', 'Fujita Toshiko', 'Okamoto Maya']"
1272,Simoun,26,"['Bandai Visual', 'Studio Deen', 'Media Blasters', 'TV Tokyo Music']","['Drama', 'Magic', 'Military', 'Romance', 'Shoujo Ai']",TV,2006,2006,PG-13,7.59,"['Niino Michi', 'Takahashi Rieko', 'Morinaga Rika', 'Koshimizu Ami']"
3051,Sirius no Densetsu (The Sea Prince and the Fire Child),1,"['Sanrio', 'Discotek']","['Drama', 'Fantasy', 'Romance']",Movie,1981,1981,PG-13,7.05,"['Koyama Mami', 'Furuya Toru', 'Han Keiko']"
4601,Sister Princess,26,"['Starchild Records', 'ADV Films', 'Zexcs', 'TV Tokyo Music', 'GANSIS']","['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",TV,2001,2001,PG-13,6.61,"['Nojima Kenji', 'Mizuki Nana', 'Kobayashi Yumiko', 'Horie Yui']"
195,Skip Beat!,25,"['Hal Film Maker', 'TV Tokyo Music']","['Comedy', 'Drama', 'Romance', 'Shoujo']",TV,2008,2009,PG-13,8.34,"['Inoue Marina', 'Konishi Katsuyuki', 'Miyano Mamoru', 'Kawanago Masahito']"
3783,Skull Man (The Skull Man),13,"['Bones', 'Diomedea', 'Sentai Filmworks']","['Action', 'Mystery', 'Super Power']",TV,2007,2007,PG-13,6.83,"['Tsuchida Hiroshi', 'Katou Masayuki', 'Yasumura Makoto', 'Kawasumi Ayako']"
2681,Sky Girls,26,"['J.C.Staff', 'Konami']","['Mecha', 'Military', 'Sci-Fi']",TV,2007,2007,PG-13,7.16,"['Kawasumi Ayako', 'Itou Shizuka', 'Tsuji Ayumi', 'Gotou Saori']"
4075,Sky Girls OVA,1,"['J.C.Staff', 'Konami']","['Mecha', 'Military', 'Sci-Fi']",OVA,2006,2006,PG-13,6.76,"['Kawasumi Ayako', 'Itou Shizuka', 'Gotou Saori', 'Fujiwara Keiji']"
4270,Sky Girls Specials,9,"['J.C.Staff']","['Comedy', 'Mecha', 'Military', 'Sci-Fi']",Special,2007,2008,G,6.71,"['Kawasumi Ayako', 'Itou Shizuka', 'Gotou Saori', 'Tsuji Ayumi']"
81,Slam Dunk,101,"['Toei Animation', 'TV Asahi', 'FUNimation Entertainment', 'Animax']","['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",TV,1993,1996,PG-13,8.56,"['Kusao Takeshi', 'Midorikawa Hikaru', 'Okiayu Ryotaro', 'Shioya Yoku']"
1590,Slam Dunk (Movie),1,"['Toei Animation']","['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life', 'Sports']",Movie,1994,1994,PG-13,7.48,"['Kusao Takeshi', 'Midorikawa Hikaru', 'Yanada Kiyoyuki', 'Morikawa Toshiyuki']"
664,Slayers,26,"['FUNimation Entertainment', 'SoftX', 'Easy Film', 'TV Tokyo Music', 'E&amp;G Films']","['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic']",TV,1995,1995,PG-13,7.90,"['Hayashibara Megumi', 'Midorikawa Hikaru', 'Matsumoto Yasunori', 'Suzuki Masami']"
3577,Slow Step,5,"['Youmex']","['Comedy', 'Romance', 'School', 'Slice of Life', 'Sports']",OVA,1991,1991,PG-13,6.89,"['Yamaguchi Kappei', 'Takayama Minami', 'Sakamoto Chika', 'Emori Hiroko']"
1397,Slayers Evolution-R,13,"['J.C.Staff', 'FUNimation Entertainment', 'NYAV Post']","['Adventure', 'Comedy', 'Fantasy']",TV,2009,2009,PG-13,7.54,"['Hayashibara Megumi', 'Midorikawa Hikaru', 'Matsumoto Yasunori', 'Suzuki Masami']"
1689,Slayers Excellent,3,"['J.C.Staff', 'Bandai Visual', 'ADV Films']","['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",OVA,1998,1999,PG-13,7.45,"['Hayashibara Megumi', 'Kawamura Maria', 'Miki Shinichiro', 'Watanabe Kumiko']"
1724,Slayers Gorgeous,1,"['J.C.Staff', 'ADV Films', 'Kadokawa Shoten']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Supernatural']",Movie,1998,1998,PG-13,7.44,"['Hayashibara Megumi', 'Kawamura Maria', 'Hikami Kyouko', 'Kamiya Akira']"
1758,Slayers Great (Slayers Movie 3),1,"['J.C.Staff', 'TV Tokyo', 'ADV Films', 'SoftX']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",Movie,1997,1997,PG-13,7.43,"['Hayashibara Megumi', 'Kawamura Maria', 'Kawakubo Kiyoshi', 'Shiozawa Kaneto']"
340,Slayers Next,26,"['FUNimation Entertainment', 'SoftX', 'Easy Film', 'E&amp;G Films']","['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Shounen']",TV,1996,1996,PG-13,8.17,"['Hayashibara Megumi', 'Midorikawa Hikaru', 'Matsumoto Yasunori', 'Suzuki Masami']"
1988,Slayers Premium,1,"['Hal Film Maker', 'ADV Films', 'chara-ani.com', 'GANSIS']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",Movie,2001,2001,PG-13,7.36,"['Hayashibara Megumi', 'Midorikawa Hikaru', 'Matsumoto Yasunori', 'Suzuki Masami']"
1725,Slayers Return (Slayers Movie 2),1,"['J.C.Staff', 'ADV Films']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",Movie,1996,1996,PG-13,7.44,"['Hayashibara Megumi', 'Kawamura Maria', 'Hiramatsu Akiko', 'Yao Kazuki']"
1925,Slayers Revolution,13,"['J.C.Staff', 'FUNimation Entertainment', 'NYAV Post']","['Adventure', 'Comedy', 'Fantasy']",TV,2008,2008,PG-13,7.38,"['Hayashibara Megumi', 'Midorikawa Hikaru', 'Matsumoto Yasunori', 'Suzuki Masami']"
1558,Slayers Special (Slayers: The Book of Spells),3,"['J.C.Staff', 'ADV Films', 'Kadokawa Shoten', 'Marubeni']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",OVA,1996,1997,PG-13,7.49,"['Hayashibara Megumi', 'Kawamura Maria', 'Yoshida Rihoko', 'Ginga Banjou']"
594,Slayers Try,26,"['J.C.Staff', 'FUNimation Entertainment', 'SoftX', 'Easy Film', 'E&amp;G Films']","['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Shounen']",TV,1997,1997,PG-13,7.95,"['Hayashibara Megumi', 'Midorikawa Hikaru', 'Matsumoto Yasunori', 'Suzuki Masami']"
1827,Smile Precure! (Glitter Force),48,"['Toei Animation']","['Fantasy', 'Magic', 'Shoujo']",TV,2012,2013,G,7.41,"['Kanemoto Hisako', 'Nishimura Chinami', 'Fukuen Misato', 'Tano Asami']"
1456,Snow Halation,1,"['Sunrise', 'Lantis']","['Music']",Music,2010,2010,PG-13,7.52,"['Pile', 'Tokui Sora', 'Kusuda Aina', 'Uchida Aya']"
1245,So Ra No Wo To (Sound of the Sky),12,"['TV Tokyo', 'Aniplex', 'A-1 Pictures', 'Right Stuf']","['Military', 'Music', 'Sci-Fi', 'Slice of Life']",TV,2010,2010,PG-13,7.60,"['Yuuki Aoi', 'Kanemoto Hisako', 'Kobayashi Yuu', 'Endou Aya']"
1109,So Ra No Wo To Specials (Sound of the Sky),2,"['Aniplex', 'A-1 Pictures']","['Military', 'Music', 'Sci-Fi', 'Slice of Life']",Special,2010,2010,PG-13,7.65,"['Yuuki Aoi', 'Kanemoto Hisako', 'Kobayashi Yuu', 'Endou Aya']"
4493,Softenni,12,"['Xebec', 'Geneon Universal Entertainment', 'Lantis', 'AT-X', 'The Klock Worx', 'Studio Mausu']","['Comedy', 'Ecchi', 'School', 'Sports']",TV,2011,2011,R+,6.64,"['Itou Kanae', 'Akesaka Satomi', 'Matsumoto Shinobu', 'Yahagi Sayuri']"
4368,Sojunghan Nal-ui Kkum,1,"['Studio MWP']","['Comedy', 'Drama', 'Romance']",Movie,2011,2011,PG-13,6.68,"[]"
4948,Sol Bianca,2,"['AIC', 'ADV Films', 'Atelier Musa']","['Action', 'Adventure', 'Sci-Fi', 'Space']",OVA,1990,1991,R+,6.50,"['Sakuma Rei', 'Takayama Minami', 'Fuchizaki Yuriko', 'Itou Miki']"
1759,Sola,13,"['Diomedea', 'Nomad', 'Lantis']","['Drama', 'Romance', 'Slice of Life', 'Supernatural']",TV,2007,2007,PG-13,7.43,"['Noto Mamiko', 'Nakahara Mai', 'Okamoto Nobuhiko', 'Kaneda Tomoko']"
2952,Sola Specials,2,"['Bandai Visual', 'Nomad']","['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",Special,2007,2007,PG-13,7.08,"['Noto Mamiko', 'Nakahara Mai', 'Okamoto Nobuhiko', 'Kaneda Tomoko']"
