ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating
1697,Mazinkaiser,7,"[ 'Dynamic Planning', 'Bandai Visual',  'Bee Media',  'Brains Base', 'Bee Media']","['Action', 'Adventure',  'Sci Fi',  'Mecha',  'Shounen',  'Sci-Fi',  'Violence',  'Comedy']", OVA, 2001-2002, R+
1698,Ai no Wakakusa Monogatari (Tales of Little Women),48,"[ 'Saban Entertainment', 'Nippon Animation']","[ 'Drama',  'Slice of Life',  'Based on a Novel', 'America', 'Drama',  'Family Friendly',  'World Masterpiece Theater',  'Historical']", TV, 1987-1987, G
1699,Witch Hunter Robin,26,"['Sunrise',  'Bandai Entertainment',  'Bandai Visual',  'FUNimation Entertainment']","['Action',  'Drama',  'Magic',  'Psychic Powers',  'Supernatural', 'Original Work',  'Police',  'Mystery']", TV, 2002-2002, PG-13
1700,07-Ghost,25,"[ 'Discotek', 'Studio Deen']","['Action',  'Drama',  'Demons',  'Magic',  'Supernatural',  'Shoujo',  'Fantasy',  'Military',  'Based on a Manga']", TV, 2009-2009, PG-13
1701,Kamisama Kazoku (God Family),13,"['Toei Animation',  'Sony Music Entertainment']","[ 'Romance',  'Drama', 'Angels',  'School Life',  'Based on a Light Novel',  'Fantasy', 'Comedy',  'Comedy']", TV, 2006-2006, PG-13
1702,Kaikan Phrase,44,['Studio Hibari'],"[ 'Music',  'Romance', 'Drama',  'Rock Music',  'Shoujo']", TV, 1999-2000, PG-13
1703,Monthly Girls' Nozaki-kun Specials,6,"['Doga Kobo', 'Dogakobo',  'Media Factory']","[ 'Romance',  'School Life',  'School', 'Comedy', 'Based on a Manga',  'Comedy']", DVD Special, 2014-2015, PG-13
1704,Yuuki Yuuna wa Yuusha de Aru (Yuki Yuna is a Hero),12,"[ 'Movic',  'Ponycan USA', 'Studio Gokumi',  'Studio Gokumi',  'Mainichi Broadcasting',  'Pony Canyon',  'The Klock Worx', 'Dentsu']","[ 'Magic',  'Slice of Life',  'Original Work', 'Drama',  'Fantasy',  'Magical Girl', 'Fantasy']", TV, 2014-2014, PG-13
1705,Tenshi na Konamaiki (Cheeky Angel),50,['TMS Entertainment'],"[ 'Romance',  'Magic',  'Reverse Harem',  'Supernatural',  'School Life',  'Delinquents',  'Shounen',  'Gender Bender', 'Comedy', 'Based on a Manga',  'Comedy']", TV, 2002-2003, PG-13
1706,Oh! Edo Rocket,26,"['MADHOUSE',  'Index',  'Sunny Side Up', 'Madhouse',  'FUNimation Entertainment']","[ 'Drama',  'Sci-Fi',  'Fantasy', 'Comedy',  'Historical', '\'\'']", TV, 2007-2007, PG-13
1707,Oseam,1,"['None found', 'Mago21',  'add some']","[ 'Drama', 'Adventure',  'Countryside', 'Based on a Novel']", Movie, 2003-2003, G
1708,DECO*27: Egomama,1,"['', 'U/M/A/A Inc.']","['Vocaloid', 'Music']", Music Video, 2011-2011, G
1709,Pumpkin Scissors,24,"[ 'FUNimation Entertainment',  'ADV Films',  'GDH', 'Gonzo',  'Nomad', 'AIC']","['Action',  'Drama',  'Political',  'Based on a Manga',  'Military',  'Comedy']", TV, 2006-2007, R
1710,Uchuu Senkan Yamato 3 (Star Blazers: The Bolar Wars),25,"['Academy Productions', 'Group TAC']","['Action',  'Drama',  'Sci-Fi',  'Military', 'Based on an Anime',  'Sci Fi',  'Space',  'Adventure']", TV, 1980-1981, PG-13
1711,Ashita no Joe (Tomorrow&#039;s Joe),79,"['Mushi Productions', 'Mushi Pro']","['Drama',  'Boxing',  'Sports', 'Based on a Manga',  'Hand to Hand Combat']", TV, 1970-1971, PG-13
1712,Yu☆Gi☆Oh! Zexal Second,73,"[ 'NAS', 'Gallop', 'TV Tokyo',  'Studio Gallop']","['Action',  'Shounen',  'Card Battles',  'Fantasy', 'Based on a Manga',  'Game']", TV, 2012-2014, PG-13
1713,Mahou Senshi Louie (Rune Soldier),24,"[ 'ADV Films', 'J.C.Staff']","[ 'Shounen',  'Magic', 'Adventure',  'Fantasy', 'Treasure Hunters',  'Comedy']", TV, 2001-2001, PG-13
1714,Kurau Phantom Memory,24,"['Bones',  'Media Factory',  'FUNimation Entertainment',  'ADV Films']","['Action',  'Drama', 'Aliens',  'Sci Fi',  'Space',  'Sci-Fi',  'Super Power',  'Futuristic',  'Superpowers']", TV, 2004-2004, PG-13
1715,Gunsmith Cats,3,"[ 'TBS',  'ADV Films',  'VAP', 'OLM',  'Kodansha', 'Oriental Light and Magic']","['Action',  'Bounty Hunters',  'Police',  'Seinen',  'Based on a Manga',  'Gunfights',  'America',  'Comedy']", OVA, 1995-1996, PG-13
1716,Fate/kaleid Liner Prisma Illya 2wei Herz! Specials,5,"[ 'Silver Link', 'SILVER LINK', 'Lantis',  'DAX Production']","['Comedy',  'Ecchi',  'Magical Girl', 'Fantasy']", DVD Special, 2015-?, PG-13
1717,Area no Kishi (The Knight in the Area),37,"[ 'Shin-Ei Animation', 'Shinei Animation', 'TV Asahi']","[ 'Shounen',  'School',  'Soccer',  'Sports', 'Comedy', 'Based on a Manga']", TV, 2012-2012, PG-13
1718,Cardfight!! Vanguard,65,"['Studio Sakimakura',  'Sotsu Agency',  'Sakura Create',  'TMS Entertainment',  'Bushiroad Inc.', 'Dentsu']","['Action',  'Based on a Card Game',  'Demons',  'Card Battles',  'Tournaments',  'Adventure',  'Shounen',  'Fantasy',  'Family Friendly',  'Game']", TV, 2011-2012, PG-13
1719,Inukami!,26,"[ 'Yomiuri Advertising', 'Seven Arcs',  'ASCII Media Works',  'Starchild Records']","[ 'Romance',  'Ecchi',  'Supernatural',  'Japanese Mythology',  'Shounen', 'Based on a Light Novel', 'Comedy',  'Comedy']", TV, 2006-2006, PG-13
1720,Damekko Doubutsu,26,"['Kids Station', 'Magic Bus',  'Magic Bus']","['Comedy',  'Based on a Manga', 'Animal Protagonists',  'Fantasy',  'Comedy']", TV, 2005-2005, PG
1721,Abenobashi Mahou Shoutengai (Abenobashi Magical Shopping District),13,"[ 'Imagica',  'Madhouse', 'Gainax',  'ADV Films']","[ 'Ecchi',  'Magic',  'Original Work',  'Person in a Strange World',  'Fantasy', 'Comedy',  'Parody']", TV, 2002-2002, R+
1722,Yoroiden Samurai Troopers Gaiden (Ronin Warriors Gaiden),4,"['Sunrise',  'Discotek',  'Bandai Entertainment']","['Action',  'Shounen',  'Samurai', 'Adventure',  'Fantasy']", OVA, 1989-1990, PG-13
1723,Tokumu Sentai Shinesman (Special Duty Combat Unit Shinesman),2,"['ANIMATE', 'Production I.G',  'Media Blasters',  'Animate Film']","['Action',  'Slice of Life',  'Sci Fi',  'Aliens',  'Sci-Fi',  'Comedy',  'Parody']", OVA, 1996-1996, PG-13
1724,Mushibugyou OVA,3,['Seven Arcs'],"['Action',  'Samurai',  'Monsters',  'Shounen',  'Martial Arts',  'Fantasy',  'Super Power',  'Feudal Japan',  'Historical',  'Swordplay']", OVA, 2014-2015, PG-13
1725,Rolling☆Girls (The Rolling Girls),12,"[ 'Movic',  'Mainichi Broadcasting',  'FUNimation Entertainment', 'Dentsu', 'Wit Studio',  'Shochiku',  'Pony Canyon',  'Wit Studio']","['Action',  'Slice of Life',  'Original Work',  'Adventure',  'Super Power',  'Superpowers',  'Comedy']", TV, 2015-2015, PG-13
1726,Gakuen Utopia Manabi Straight!,12,"['ufotable',  'The Klock Worx',  'Starchild Records',  'ASCII Media Works']","['Comedy',  'Slice of Life',  'School', 'Moe']", DVD Special, 2007-2007, G
1727,Combat Mecha Xabungle,50,['Sunrise'],"[ 'Shounen', 'Mecha',  'Sci-Fi',  'Military', '\'\'']", TV, 1982-1983, PG-13
1728,Miyori no Mori (Miyori&#039;s Forest),1,"[ 'Atelier Musa',  'Fuji TV', 'Nippon Animation']","['Drama',  'Slice of Life',  'Fantasy',  'Environmental']", TV Special, 2007-2007, G
1729,Bishoujo Senshi Sailor Moon S Memorial,5,['Toei Animation'],"[ 'Romance',  'Magic',  'Recap', 'Demons', 'Magical Girl',  'Shoujo']", Other, 1998-1999, PG-13
1730,Aki no Kanade,1,['J.C.Staff'],"[ 'Music', 'Anime Mirai',  'Slice of Life', 'Music',  'School']", Movie, 2015-2015, PG-13
1731,Gekkan Shoujo Nozaki-kun Specials,6,"['TMS Entertainment', 'Dogakobo']","[ 'Romance',  'Shounen',  'School Life',  'Supernatural', 'Comedy', 'Based on a Manga',  'Comedy']", DVD Special, 2014-2015, PG-13
1732,Onegai My Melody Sukkiri♪,52,"['Studio Comet', 'Sanrio']","[ 'Music', 'Family Friendly',  'Magic',  'Original Work',  'Shoujo',  'Fantasy',  'Magical Girl', 'Comedy']", TV, 2007-2008, PG
1733,Ushiro no Shoumen Daare (Who&#039;s Left Behind?),1,"['Mushi Productions', 'Mushi Pro']","[ 'World War 2', 'Drama',  'Historical']", Movie, 1991-1991, G
1734,Denshinbashira Elemi no Koi (Elemi),1,"['', 'Sovat Theater']","['\'\'', 'Fantasy']", Movie, 2009-2009, G
1735,Ushio to Tora (Ushio and Tora),10,"['Pastel', 'Toshiba EMI']","['Action',  'Shounen',  'Fantasy',  'Horror',  'Comedy']", OVA, 1992-1993, PG-13
1736,Gun x Sword,26,"['AIC A.S.T.A.',  'Studio Tulip', 'Geneon Universal Entertainment',  'FUNimation Entertainment',  'AIC A.S.T.A.']","['Action',  'Drama',  'Western',  'Original Work',  'Sci Fi',  'Mecha',  'Gunfights',  'Adventure',  'Shounen',  'Sci-Fi',  'Episodic',  'Violence']", TV, 2005-2005, PG-13
1737,Ichigo 100% Special 2 (Strawberry 100%),1,"['None found', 'Doumu',  'add some']","[ 'Romance',  'Ecchi',  'Slice of Life',  'Moe',  'Shounen',  'Outer Space', 'Comedy']", DVD Special, 2005-2005, PG-13
1738,Terra Formars (Terraformars),13,"['LIDEN FILMS',  'Ultra Super Pictures', 'Warner Bros.',  'LIDENFILMS',  'Good Smile Company',  'Mages']","['Action',  'Survival',  'Sci Fi',  'Space',  'Explicit Violence',  'Sci-Fi',  'Mature Themes',  'Horror',  'Superpowers']", OVA, 2014-2014, R
1739,Shin Getter Robo tai Neo Getter Robo,4,"[ 'Dynamic Planning', 'Bandai Visual',  'Bee Media', 'Brains-Base',  'Discotek']","['Action',  'Sci Fi',  'Mecha',  'Shounen',  'Sci-Fi',  'Violence']", OVA, 2000-2001, PG-13
1740,Honoo no Tenkousei,2,"[ 'Studio Fantasia', 'Gainax',  'Youmex']","['Action',  'Boxing',  'School',  'Sports',  'School Life',  'Shounen',  'Martial Arts',  'Hand to Hand Combat',  'Comedy',  'Parody']", OVA, 1991-1991, PG-13
1741,The iDOLM@STER,25,"[ 'TBS',  'Bandai Namco Games', 'A-1 Pictures', 'Aniplex',  'Nippon Columbia',  'A-1 Pictures']","['Comedy',  'Drama', 'Idols',  'Music']", TV, 2011-2011, PG-13
1742,Asu no Yoichi! (Samurai Harem),12,"[ 'Lantis',  'Sentai Filmworks',  'TBS', 'AIC']","[ 'Harem',  'Ecchi',  'Romance',  'Samurai',  'Shounen',  'Martial Arts', 'Comedy', 'Based on a Manga',  'Comedy']", TV, 2009-2009, PG-13
1743,Armitage III,4,"[ 'Pioneer LDC', 'AIC',  'FUNimation Entertainment']","['Action',  'Romance',  'Original Work',  'Police',  'Sci Fi',  'Mecha',  'Robots',  'Adventure',  'Sci-Fi',  'Cyberpunk',  'Androids']", OVA, 1995-1995, R
1744,Yokohama Kaidashi Kikou,2,"['Aniplex', '',  'Ajia-Do']","[ 'Slice of Life', 'Sci-Fi',  'Seinen',  'Robots',  'Countryside', 'Androids',  'Based on a Manga']", OVA, 1998-1998, G
1745,Allison to Lillia (Allison &amp; Lillia),26,"['MADHOUSE',  'Sentai Filmworks', 'Madhouse']","['Action',  'Shounen',  'Based on a Light Novel', 'Aviation',  'Military',  'Adventure']", TV, 2008-2008, PG-13
1746,Saber Marionette J to X,26,"[ 'Bandai Entertainment', 'Hal Film Maker']","['Action',  'Harem',  'Sci Fi',  'Mecha',  'Robots',  'Adventure',  'Sci-Fi',  'Comedy',  'Androids']", TV, 1998-1999, PG-13
1747,Taishou Yakyuu Musume. (Taisho Baseball Girls),12,"[ 'Movic',  'TBS',  'Sentai Filmworks', 'J.C.Staff',  'Lantis']","[ 'School',  'Slice of Life',  'Sports',  'Moe',  'Seinen', 'Baseball',  'Based on a Light Novel', 'Comedy',  'Historical']", TV, 2009-2009, PG-13
1748,Fractale,11,"['A-1 Pictures',  'Sony Music Entertainment',  'Asmik Ace Entertainment',  'FUNimation Entertainment',  'Graphinica',  'Fuji TV',  'Ordet']","['Adventure',  'Dystopia',  'Original Work',  'Sci Fi',  'Sci-Fi',  'Fantasy',  'Futuristic',  'noitaminA']", TV, 2011-2011, PG-13
1749,Happy Happy Clover,13,['Group TAC'],"[ 'Kids', 'Animal Protagonists',  'Fantasy',  'Family Friendly', 'Comedy',  'Shoujo',  'Based on a Manga']", TV, 2007-2007, G
1750,Heppoko Jikken Animation Excel Saga (Excel Saga),26,"[ 'ADV Films',  'Victor Entertainment', 'J.C.Staff']","['Action',  'Sci Fi',  'Shounen',  'Sci-Fi', 'Comedy',  'Violence',  'Comedy',  'Based on a Manga',  'Parody']", TV, 1999-2000, R
1751,Hidan no Aria Special (Aria the Scarlet Ammo Special),12,"[ 'flying DOG',  'FUNimation Entertainment', 'J.C.Staff']","['Action',  'Romance',  'School Life',  'Seinen',  'Gunfights',  'Tsundere',  'Based on a Light Novel',  'Comedy']", TV, 2011-2011, PG-13
1752,Nekojiru-sou (Cat Soup),1,['J.C.Staff'],"[ 'Dementia',  'Original Work',  'Animal Abuse',  'Psychological',  'Animal Protagonists',  'Adventure', 'Abstract', 'Comedy',  'Violence']", OVA, 2001-2001, R
1753,Paniponi Dash! (Pani Poni Dash!),26,"[ 'GANSIS', 'Shaft',  'Starchild Records',  'FUNimation Entertainment',  'Square Enix']","[ 'School',  'Slice of Life',  'School Life', 'Aliens', 'Comedy',  'Comedy',  'Based on a Manga',  'Parody']", TV, 2005-2005, PG-13
1754,Denshin Mamotte Shugogetten,8,['Toei Animation'],"[ 'Romance',  'Magic',  'Shounen',  'Fantasy', 'Comedy']", OVA, 2000-2001, PG-13
1755,Elf wo Karu Mono-tachi II (Those Who Hunt Elves II),12,"[ 'ADV Films',  'Sentai Filmworks', 'Group TAC']","['Action', 'Adventure',  'Fantasy',  'Comedy',  'Adventure']", TV, 1997-1997, PG-13
1756,Aquarion Evol,26,"['Satelight', '8-Bit',  'FUNimation Entertainment',  'Media Factory',  'Bandai',  '8bit']","['Action',  'Drama',  'Romance',  'Original Work',  'Sci Fi',  'Mecha',  'Aliens',  'Sci-Fi',  'Fantasy',  'Combining Mecha',  'Comedy']", TV, 2012-2012, PG-13
1757,Dragon Ball Kai Special,12,"['Toei Animation', 'Studio Deen',  'Yomiuri Telecasting Corporation',  'DAX Production',  'Starchild Records',  'Kids Station']","['Action',  'Romance',  'Magic',  'School',  'Supernatural',  'Seinen',  'Aliens',  'Shounen',  'Fantasy',  'Superpowers',  'Hand to Hand Combat']", DVD Special, 2011-2011, PG-13
1758,Fushigi Mahou Fun Fun Pharmacy,48,['Toei Animation'],"['Family Friendly',  'Magic', 'Kids',  'Fantasy',  'Shoujo']", TV, 1998-1999, G
1759,Peace Maker Kurogane Special,24,"['Gonzo', 'GONZO']","['Action',  'Drama',  'Samurai',  'Revenge',  'Shounen',  'Feudal Japan', 'Based on a Manga',  'Historical',  'Comedy']", TV, 2003-2004, PG
1760,Mobile Suit Gundam SEED Destiny Special Edition III: The Hell Fire of Destiny,4,"['Sunrise',  'Mainichi Broadcasting',  'Bandai Entertainment']","['Action',  'Drama',  'Romance',  'Sci-Fi', 'Sci Fi',  'Military',  'Space',  'Mecha']", TV Special, 2006-2006, R
1761,Shinmai Maou no Testament (The Testament of Sister New Devil),12,"[ 'AT-X',  'Kadokawa Pictures Japan', 'Kadokawa Shoten', 'Production IMS',  'Production IMS',  'Nippon Columbia',  'The Klock Worx',  'Mobcast']","['Action',  'Ecchi',  'Harem',  'Romance',  'Demons',  'Fantasy', 'Based on a Light Novel',  'Explicit Sex']", OVA, 2015-2015, R+
1762,Ai Yori Aoshi,24,"[ 'Movic',  'Cosmic Ray',  'FUNimation Entertainment', 'J.C.Staff',  'Pioneer LDC',  'Fuji TV']","[ 'Harem',  'Drama',  'Romance',  'Slice of Life',  'Sudden Girlfriend Appearance', 'Comedy', 'Based on a Manga',  'Comedy']", TV, 2002-2002, PG-13
1763,YAT Anshin! Uchuu Ryokou,50,['Group TAC'],"['Adventure',  'Sci Fi',  'Shounen',  'Sci-Fi',  'Outer Space',  'Futuristic',  'Comedy']", TV, 1996-1997, PG-13
1764,Telepathy Shoujo Ran,26,['TMS Entertainment'],"['Based on a Novel',  'Psychic Powers',  'School',  'Supernatural', 'Fantasy',  'School Life',  'Sci Fi']", TV, 2008-2008, PG-13
1765,Kodomo no Jikan: Rin's Classroom Diary,1,"['', 'Diomedea']","['Comedy',  'Ecchi',  'School', 'Recap']", OVA, 2008-2008, R
1766,Mushibugyou (Mushibugyo),26,"[ 'Dentsu', 'Seven Arcs',  'Seven Arcs', 'TV Tokyo']","['Action',  'Samurai',  'Monsters',  'Shounen',  'Martial Arts',  'Fantasy',  'Super Power',  'Feudal Japan',  'Historical',  'Swordplay']", TV, 2013-2013, PG-13
1767,Monster Princess Special,1,"[ 'Lantis', 'Sunrise', 'MADHOUSE',  'Bandai Visual']","['Magic', 'Supernatural']", DVD Special, 2008-2008, G
1768,Casshern Sins,24,"['MADHOUSE',  'Showgate',  'Tatsunoko Productions', 'Madhouse',  'FUNimation Entertainment']","['Action',  'Sci Fi',  'Robots',  'Adventure',  'Sci-Fi',  'Post-apocalyptic',  'Futuristic',  'Androids']", TV, 2008-2009, PG-13
1769,Yuusha-Ou GaoGaiGar (King of Braves GaoGaiGar),49,"['Sunrise',  'Victor Entertainment',  'Media Blasters']","['Action', 'Adventure',  'Original Work',  'Sci Fi',  'Mecha',  'Aliens',  'Adventure',  'Shounen',  'Sci-Fi',  'Cyborgs',  'Combining Mecha']", TV, 1997-1998, G
1770,A-Channel + smile,2,"[ 'Dentsu', 'Aniplex',  'Studio Gokumi', 'Studio Gokumi',  'Mainichi Broadcasting']","[ 'Slice of Life',  'School', 'Comedy', 'Based on a Manga',  'Seinen',  'Comedy']", OVA, 2012-2012, PG-13
1771,Photon (Photon: The Idiot Adventures),6,"[ 'Movic', 'AIC',  'Central Park Media']","['Action',  'Drama',  'Ecchi',  'Romance', 'Adventure',  'Sci Fi',  'Mecha',  'Adventure',  'Shounen',  'Sci-Fi',  'Sudden Girlfriend Appearance',  'Comedy']", OVA, 1997-1999, R+
1772,Masuda Kousuke Gekijou Gag Manga Biyori +,26,"['', 'Studio Deen']","['Comedy', 'Based on a Manga',  'Crude',  'Episodic',  'Comedy']", TV, 2010-2010, PG-13
1773,Nabari no Ou,26,"[ 'Square Enix',  'FUNimation Entertainment', 'J.C.Staff']","['Action',  'Drama',  'Supernatural',  'Ninja',  'Shounen',  'Fantasy', 'Based on a Manga',  'Superpowers',  'Comedy']", TV, 2008-2008, PG-13
1774,Marmalade Boy: The Movie,1,"['TOKYOPOP', 'Toei Animation']","[ 'Shoujo',  'Romance', 'Romance', 'Comedy']", Movie, 1995-1995, PG-13
1775,Arete Hime (Princess Arete),1,"[ 'Imagica', 'Studio 4°C', 'Studio 4\\xc2\\xb0C']","[ 'Medieval',  'Magic',  'Fantasy', 'Drama', 'Fantasy']", Movie, 2001-2001, G
1776,Inazuma Eleven,127,"[ 'Oriental Light and Magic',  'Half H.P Studio', 'OLM', 'TV Tokyo',  'Dentsu']","[ 'Soccer', 'Based on a Video Game',  'Super Power',  'Sports', 'Shounen',  'Family Friendly']", TV, 2008-2011, G
1777,Lord Marksman and Vanadis: Tigre-kun to Vanadi-chu,13,"[ 'Movic', 'Satelight',  'FUNimation Entertainment',  'Media Factory']","[ 'Harem',  'Ecchi',  'Romance', 'Adventure',  'Fantasy', 'Comedy']", Web, 2014-2014, R
1778,Fuujin Monogatari (Windy Tales),13,"['Production I.G',  'Touhouku Shinsha',  'Sentai Filmworks']","['Family Friendly',  'Magic',  'Slice of Life',  'School',  'Supernatural', 'Drama',  'Fantasy']", TV, 2004-2005, G
1779,The Sky Crawlers,1,['Production I.G'],"['Action',  'Aviation', 'Drama',  'Europe',  'Seinen',  'Military']", Movie, 2008-2008, PG-13
1780,Sasameki Koto (Whispered Words),13,"[ 'flying DOG',  'Half H.P Studio', 'AIC']","[ 'Romance',  'School',  'Shoujo Ai',  'School Life',  'Shoujo-ai', 'Comedy', 'Based on a Manga',  'LGBT Themes']", TV, 2009-2009, PG-13
1781,Murder Princess,6,"['Bee Train',  'Marvelous Entertainment',  'FUNimation Entertainment', 'BEE TRAIN']","['Action',  'Fantasy',  'Body Swapping',  'Adventure']", OVA, 2007-2007, R
1782,Black Jack (TV),61,['Tezuka Productions'],"['Action', 'Drama']", TV, 2004-2006, PG-13
1783,Ore Monogatari!! (My Love Story!!),24,"[ 'Nippon Television Network Corporation',  'Sentai Filmworks',  'VAP', 'MADHOUSE', 'Madhouse']","[ 'Romance',  'Drama',  'Shoujo', 'Comedy', 'Based on a Manga',  'Comedy']", TV, 2015-2015, PG-13
1784,Yojouhan Shinwa Taikei (The Tatami Galaxy),11,"[ 'Toho Company',  'Fuji Pacific Music Publishing',  'Kadokawa Shoten',  'Sony Music Entertainment', 'MADHOUSE',  'Fuji TV', 'Madhouse',  'Dentsu',  'Asmik Ace Entertainment',  'FUNimation Entertainment']","[ 'Romance',  'Based on a Novel',  'School Life',  'Seinen',  'Psychological', 'Mystery', 'Abstract',  'noitaminA',  'Comedy']", TV, 2010-2010, PG-13
1785,One Outs,25,"[ 'Nippon Television Network Corporation',  'VAP', 'MADHOUSE', 'Madhouse']","['Psychological',  'Sports',  'Seinen',  'Psychological', 'Baseball',  'High Stakes Games',  'Based on a Manga']", TV, 2008-2009, PG-13
1786,Sakurasou no Pet na Kanojo (The Pet Girl of Sakurasou),24,"[ 'Sentai Filmworks',  'Genco', 'J.C.Staff',  'ASCII Media Works',  'Media Factory']","[ 'Romance',  'Drama',  'Slice of Life',  'School',  'School Life',  'Boarding House', 'Based on a Light Novel', 'Comedy',  'Comedy']", TV, 2012-2013, PG-13
1787,Nisemonogatari,11,"[ 'Aniplex of America', 'Shaft',  'Kodansha', 'Aniplex',  'Shaft',  'Rakuonsha']","[ 'Ecchi',  'Supernatural',  'Mystery',  'Tsundere', 'Based on a Light Novel', 'Comedy',  'Comedy']", TV, 2012-2012, R
1788,Nyoro-n Churuya-san,13,"['Kyoto Animation', '',  'Kadokawa Shoten',  'Bandai Entertainment']","['Comedy',  'Slice of Life']", Web, 2009-2009, G
1789,Natsume Yuujinchou (Natsume&#039;s Book of Friends),13,"[ 'Brains Base',  'Sony Music Entertainment',  'NIS America', 'Aniplex',  'NAS', 'Brains-Base',  'Inc.',  'TV Tokyo Music']","[ 'Drama',  'Slice of Life',  'Supernatural',  'Shoujo',  'Japanese Mythology', 'Drama',  'Fantasy',  'Episodic', 'Based on a Manga']", TV, 2008-2008, PG-13
1790,NHK ni Youkoso! (Welcome to the N.H.K.),24,"['Gonzo', 'GONZO',  'FUNimation Entertainment',  'ADV Films']","[ 'Romance',  'Drama',  'Slice of Life',  'Otaku Culture',  'Psychological', 'Based on a Light Novel', 'Comedy',  'Comedy']", TV, 2006-2006, R+
1791,Trigun,26,"['MADHOUSE',  'FUNimation Entertainment', 'Madhouse',  'Geneon Universal Entertainment']","['Action',  'Drama',  'Western',  'Based on a Manga',  'Gunfights',  'Adventure',  'Shounen',  'Sci-Fi',  'Episodic',  'Violence',  'Comedy']", TV, 1998-1998, PG-13
1792,Winter Sonata: Episode 0,1,"['Studio Comet', 'G&amp;G Entertainment',  'JM animation']","[ 'Romance',  'Drama', 'Drama', 'Based on a TV Series']", TV Special, 2009-2009, PG-13
1793,Junjou Romantica 3 (Junjo Romantica 3),12,"[ 'Lantis', 'Studio Deen',  'FUNimation Entertainment']","[ 'Romance',  'Drama',  'Shounen Ai',  'Shounen-ai', 'Age Gap',  'Comedy', 'Comedy',  'LGBT Themes',  'Yaoi Hand Syndrome',  'Based on a Manga']", TV, 2015-2015, PG-13
1794,Zankyou no Terror (Terror in Resonance),11,"[ 'Dentsu',  'FUNimation Entertainment', 'Mappa', 'Aniplex',  'MAPPA',  'Fuji TV',  'Tohokushinsha Film Corporation']","['Action',  'Drama',  'Terrorism', 'Psychological',  'Psychological',  'Thriller',  'Detectives',  'noitaminA']", TV, 2014-2014, R
1795,Akatsuki no Yona (Yona of the Dawn),24,"[ 'Marvelous AQL',  'Tokyo MX',  'AT-X',  'FUNimation Entertainment', 'Studio Pierrot',  'Hakusensha']","['Action',  'Romance', 'Adventure',  'Political',  'Shoujo',  'Based on a Manga',  'Adventure',  'Fantasy',  'Comedy']", TV, 2014-2015, PG-13
1796,Chouon Senshi Borgman,35,"[ 'Asahi Production',  'Yomiuri Advertising', 'Ashi Productions', 'Production Reed']","['Action',  'Shounen',  'Demons',  'Sci-Fi',  'Monster-of-the-week',  'Sci Fi']", TV, 1988-1988, PG-13
1797,Shinsekai yori (From the New World),25,"[ 'Pony Canyon',  'Sentai Filmworks',  'TV Asahi', 'A-1 Pictures', 'Aniplex',  'A-1 Pictures']","['Adventure',  'Coming of Age',  'Dystopia',  'Supernatural',  'Based on a Novel',  'Sci Fi',  'Mystery',  'Sci-Fi', 'Drama',  'Psychic Powers',  'Thriller',  'Post-apocalyptic',  'Violence',  'Horror']", TV, 2012-2013, R
1798,One Piece, 713+,"[ '4Kids Entertainment', 'Toei Animation',  'FUNimation Entertainment',  'TAP',  'Fuji TV']","['Action',  'Drama',  'Based on a Manga',  'Adventure',  'Shounen',  'Fantasy',  'Super Power',  'Pirates',  'Superpowers',  'Comedy']", TV, 1999-?, PG-13
1799,Ontama!,5,['Encourage Films'],"[ 'Romance',  'Magic',  'Slice of Life',  'Time Travel', 'Comedy',  'Seinen']", Web, 2009-2009, G
1800,Basquash!,26,"['Satelight',  'Mainichi Broadcasting']","['Action',  'Original Work',  'Sports',  'Sci Fi',  'Basketball',  'Mecha',  'Shounen', 'Ecchi']", TV, 2009-2009, PG-13
1801,Neppuu Kairiku Bushi Road,1,"['Bandai Visual',  'Kinema Citrus',  'Orange',  'Nitroplus',  'Bushiroad Inc.', 'Kinema Citrus']","['Action',  'Sci-Fi',  'Fantasy',  'Sci Fi',  'Mecha']", TV Special, 2013-2013, R
1802,Bishoujo Senshi Sailor Moon SuperS (Sailor Moon SuperS),39,"[ 'TV Asahi', 'Toei Animation',  'Viz Media']","[ 'Romance',  'Magic', 'Drama',  'Shoujo', 'Magical Girl']", Movie, 1995-1996, PG-13
1803,Rockman.EXE Stream,51,"['XEBEC', 'Xebec']","['Action',  'Shounen',  'Sci-Fi',  'School', 'Sci Fi',  'Game',  'Mecha',  'Adventure']", TV, 2004-2005, PG
1804,Jibaku-kun (Bucky: The Incredible Kid),26,"['Trans Arts Co.',  'Enoki Films', 'Trans Arts']","['Adventure',  'Fantasy',  'Comedy']", TV, 1999-2000, PG-13
1805,Hanayamata,12,"[ 'TV Tokyo',  'Avex Entertainment',  'Sentai Filmworks', 'MADHOUSE',  'DIVE II Entertainment', 'Madhouse',  'Movic',  'AT-X',  'Namco Bandai Games']","[ 'Slice of Life',  'School',  'School Life',  'Seinen', 'Comedy', 'Based on a Manga',  'Comedy']", TV, 2014-2014, PG-13
1806,Needless Specials,24,"['MADHOUSE',  'Sentai Filmworks', 'Madhouse']","['Action',  'Ecchi',  'School',  'Panty Shots',  'Sci Fi',  'Post-apocalyptic', 'Comedy',  'Superpowers',  'Based on a Manga']", TV, 2009-2010, PG-13
